,일자,식사명,식사내용
10254,20090329,점심식사2,"단무지,배추김치,쌀밥,야채샐러드,치즈함박스테이크&데미,크림스프(경양식)"
10255,20090330,아침식사,"깻잎양념절임,누룽지,돈육야채볶음,두유,배추김치,쌀밥,야채국,잡채(어묵)"
10256,20090330,아침식사2,"딸기잼(1회용),모듬샐러드,스크램블에그(경양식),여러가지야채3,우유,크림스프(경양식),토스트&모닝빵,후르츠펀치"
10257,20090330,점심식사,"닭살찜닭소스조림,마늘쫑지무침,배추김치,쌀밥,참나물무침,콩가루배추국,해물우동볶음"
10258,20090330,저녁식사,"계란찜,석박지,시금치나물,쌀밥,열기구이,콩비지찌개,해파리냉채"
10259,20090330,점심식사2,"감자그라탕,김치덮밥,백김치,참나물무침,콩가루배추국"
10260,20090331,아침식사,"도라지생채,배추김치,소방어무조림,쌀밥,애느타리쇠고기국,애호박볶음,야채죽,화인쿨"
10261,20090331,아침식사2,"딸기잼(1회용),아몬드후레이크,야채(치매),야채샐러드,야채스프,우유,프렌치토스트&모닝빵"
10262,20090331,점심식사,"가자미구이,김치볶음,깍두기(손칼),북어계란국,수정과,쌀밥,온두부&볶음김치,콩나물겨자채무침"
10263,20090331,저녁식사,"꽁치무조림,모듬묵무침,배추김치,부추겉절이,쌀밥,연근땅콩조림,콩나물국"
10264,20090331,점심식사2,"단무지,모듬튀김(만.당.오),배추김치,북어계란국,쫄면"
10265,20090401,아침식사,"김치국,깍두기(손칼),누룽지,쌀밥,야채고로케,오징어야채볶음,콩나물무침,피크닉"
10266,20090401,아침식사2,"딸기잼(1회용),리브샌드&토스트&모닝빵,모듬샐러드,복숭아아이스티,스크램블에그(경양식),야채(치매),옥수수스프(경양식),토스트&모닝빵"
10267,20090401,점심식사,"고등어무조림,떡볶이,미역국,배추김치,식혜,쌀밥,월동초겉절이,잡채(어묵)"
10268,20090401,저녁식사,"돌나물레몬생채,동태찌개,무생채(잔파),배추김치,쇠고기굴소스볶음,쌀밥,알감자조림"
10269,20090401,점심식사2,"단무지,돈까스,배추김치,쌀밥,야채샐러드,옥수수스프"
10270,20090402,아침식사,"누룽지,닭불고기(180),무채국,반달감자볶음,배추김치,쌀밥,오이부추무침,화인쿨"
10271,20090402,아침식사2,"딸기잼(1회용),모듬샐러드,스크램블에그(경양식),야채(치매),야채스프,야채토스트,우유,후르츠펀치"
10272,20090402,점심식사,"가지깐풍,다시마채무침,배추김치,쌀밥,연근조림,쭈꾸미볶음,청국장찌개"
10273,20090402,저녁식사,"꽈리고추찜,배추김치,숙주미나리나물,쌀밥,어묵무국,이면수무조림,쫄면야채무침"
10274,20090402,점심식사2,"배추김치,생선까스&타르,쌀밥,야채샐러드,야채스프,푸실리볶음,피클"
10275,20090403,아침식사,"돈육가지볶음,두유,배추김치,브로컬리초회,쌀밥,열무된장국,즉석김구이,흑임자죽"
10276,20090403,아침식사2,"딸기잼(1회용),모듬샐러드,복숭아아이스티,샌드위치&모닝빵,야채(치매),우유,크림스프(경양식)"
10277,20090403,점심식사,"계란찜,꽁치시래기찌개,무생채(잔파),배추김치,쌀밥,애느타리볶음,콩나물국,홍초"
10278,20090403,저녁식사,"깐풍기,마늘쫑멸치볶음,배추김치,손수제비,쌀밥(반공기),청경채겉절이"
10279,20090403,점심식사2,"단무지,배추김치,쌀밥,야채샐러드,치즈함박스테이크&데미,크림스프(경양식)"
10280,20090404,아침식사,"누룽지,미역국,배추김치,쌀밥,야채고로케,월동초겉절이,조기찜,화인쿨"
10281,20090404,아침식사2,"그린스프(경양식),딸기잼(1회용),모듬샐러드,아몬드후레이크,야채(치매),우유,프렌치토스트&모닝빵"
10282,20090404,점심식사,"갈치무조림,감자조림,고추지무침,돌나물레몬생채,배추김치,쇠고기영양탕,쌀밥"
10283,20090404,저녁식사,"고등어무조림,닭개장,도라지생채,땅콩흑콩조림,배추김치,쌀밥,탕수만두"
10284,20090404,점심식사2,"그린스프(경양식),단무지,돈까스,배추김치,쌀밥,야채샐러드"
10285,20090405,아침식사,"깻잎양념절임,두부양념장구이,배추김치,쇠고기야채볶음,시금치계란국,쌀밥,야채죽,피크닉"
10286,20090405,아침식사2,"딸기잼(1회용),모듬샐러드,브로컬리스프,스크램블에그(경양식),야채(치매),우유,토스트&모닝빵,후르츠펀치"
10287,20090405,점심식사,"동태무조림,쌀밥,야채튀김(쑥갓),어묵쑥갓무국,열무김치,오징어강된장,콩나물무침"
10288,20090405,저녁식사,"가자미찜,다시마채무침,배추김치,북어무국,쌀밥,어묵김치찌개,흑콩조림"
10289,20090405,점심식사2,"배추김치,브로컬리스프,스틱단무지무침,쌀밥,야채샐러드,치킨함박스테이크"
10290,20090406,아침식사,"갈치무조림,김치국,깍두기(손칼),누룽지,반달감자볶음,쌀밥,피크닉,하루나겉절이"
10291,20090406,아침식사2,"딸기잼(1회용),모듬샐러드,스크램블에그(경양식),여러가지야채3,옥수수스프(경양식),우유,토스트&모닝빵,후르츠펀치"
10292,20090406,점심식사,"메밀면야채무침,멸치아몬드볶음,배추김치,비빔된장,쌀밥,양배추,다시마쌈,오삼불고기"
10293,20090406,저녁식사,"꽁치소금구이,비엔나떡볶이,석박지,쇠고기영양탕,쌀밥,열무된장무침"
10294,20090406,점심식사2,"돈까스,배추김치,스틱단무지무침,쌀밥,야채샐러드,옥수수스프(경양식)"
10295,20090407,아침식사,"계란찜,동태찌개,물미역,초고추장,배추김치,불고기잡채,쌀밥,야채죽,화인쿨"
10296,20090407,아침식사2,"딸기잼(1회용),쇠고기스프(경양식),아몬드후레이크,야채(치매),야채샐러드,우유,프렌치토스트&모닝빵"
10297,20090407,점심식사,"가지토마토소스볶음,닭개장,돌나물레몬생채,매실차,배추김치,소방어소금구이,쌀밥,어묵고추장볶음"
10298,20090407,저녁식사,"돈육깻잎볶음,땅콩흑콩조림,만두국,배추김치,시금치나물,쌀밥,콩나물겨자채무침"
10299,20090407,점심식사2,"돌나물레몬생채,미트볼케찹조림,배추김치,유부된장국,피클,해물볶음밥"
10300,20090408,아침식사,"누룽지,두유,배추김치,쌀밥,애느타리볶음,이면수무조림,치커리사과생채,콩나물국"
10301,20090408,아침식사2,"딸기잼(1회용),리브샌드&토스트&모닝빵,모듬샐러드,복숭아아이스티,스크램블에그(경양식),야채(치매),크림스프(경양식),토스트&모닝빵"
10302,20090408,점심식사,"감자채카레볶음,꽁치무조림,배추겉절이,순두부찌개,쌀밥,즉석김구이,취나물,홍초"
10303,20090408,저녁식사,"감자고추장찌개(느타리),고등어무조림,꽈리고추찜,무생채(잔파),배추김치,쌀밥,잡채(어묵)"
10304,20090408,점심식사2,"단무지,배추김치,쌀밥,야채샐러드,치즈함박스테이크&데미,크림스프(경양식)"
10305,20090409,아침식사,"돈육계란장조림,배추김치,북어무국,쌀밥,참나물겉절이,탕평채,화인쿨,흑임자죽"
10306,20090409,아침식사2,"딸기잼(1회용),모듬샐러드,야채(치매),야채스프,야채토스트,우유,후르츠펀치"
10307,20090409,점심식사,"가자미찜,건새우마늘쫑볶음,만두강정,배추김치,쇠고기콩나물국,쌀밥,오이달래무침"
10308,20090409,저녁식사,"감자그라탕,낙지쭈꾸미볶음,단무지잔파무침,배추김치,시금치계란국,청경채겉절이"
10309,20090409,점심식사2,"단무지,배추김치,쌀밥,야채샐러드,오므라이스,오징어링튀김,유부된장국"
10310,20090410,아침식사,"꽁치시래기찌개,누룽지,다시마채무침,두부알탕,배추김치,소세지전,쌀밥,피크닉"
10311,20090410,아침식사2,"그린스프(경양식),딸기잼(1회용),모듬샐러드,샌드위치&모닝빵,스크램블에그(경양식),야채(치매),오렌지쥬스,우유"
10312,20090410,점심식사,"냉이배추된장국,마파두부,배추김치,봄나물새콤달콤,쌀밥,연근땅콩조림,조기구이"
10313,20090410,저녁식사,"돈육된장볶음,미역국,배추김치,숙주미나리나물,쌀밥,오복채무침,해물우동볶음"
10314,20090410,점심식사2,"그린스프(경양식),더운야채,배추김치,생선까스&타르,쌀밥,야채샐러드,피클"
10315,20090411,아침식사,"근대국,두부양념장구이,두유,무생채(잔파),배추김치,쌀밥,자반고등어찜2,콩나물죽"
10316,20090411,아침식사2,"딸기잼(1회용),모듬샐러드,스크램블에그(경양식),아몬드후레이크,야채(치매),옥수수스프(경양식),우유,토스트&모닝빵"
10317,20090411,점심식사,"고추지무침,깍두기(손칼),동태무조림,모듬묵무침,부대찌개,쌀밥,열무된장무침"
10318,20090411,저녁식사,"감자조림,계란말이,돌나물레몬생채,배추김치,소방어무조림,쌀밥,짬뽕국"
10319,20090411,점심식사2,"돈까스,배추김치,스틱단무지무침,쌀밥,야채샐러드,옥수수스프(경양식)"
10320,20090412,아침식사,"갈치무조림,누룽지,배추김치,부들어묵조림,시금치나물,쌀밥,해장국,화인쿨"
10321,20090412,아침식사2,"딸기잼(1회용),모듬샐러드,야채(치매),우유,크림스프(경양식),토스트&모닝빵,후르츠펀치"
10322,20090412,점심식사,"감자간장조림,도라지부추무침,미역국,배추김치,쇠고기죽순볶음,쌀밥,오징어콩나물찜"
10323,20090412,저녁식사,"근대나물,닭볶음탕,두부찌개,무채국,배추김치,쌀밥,풋마늘생채"
10324,20090412,점심식사2,"단무지,배추김치,쌀밥,야채샐러드,치즈함박스테이크&데미,크림스프(경양식)"
10325,20090413,아침식사,"누룽지,떡국,메추리알햄조림,배추김치,소방어무조림,쌀밥,쑥갓양파겉절이,화인쿨"
10326,20090413,아침식사2,"딸기잼(1회용),모듬샐러드,여러가지야채3,우유,크림스프(경양식),토스트&모닝빵,후르츠펀치"
10327,20090413,점심식사,"가자미무조림,바나나,석박지,쌀밥,어묵김치찌개,천사채샐러드,콩나물국,하루나겉절이"
10328,20090413,저녁식사,"깐마늘고추장무침,모듬묵무침,미더덕된장국,배추김치,쇠고기야채볶음,쌀밥,참나물무침"
10329,20090413,점심식사2,"배추김치,쌀밥,열무김치,잔치국수,하루나겉절이,후라이드치킨"
10330,20090414,아침식사,"돈육야채볶음,두유,멸치볶음,배추김치,북어무국,쌀밥,야채죽,호박나물"
10331,20090414,아침식사2,"딸기잼(1회용),아몬드후레이크,야채(치매),야채샐러드,옥수수스프(경양식),우유,프렌치토스트&모닝빵"
10332,20090414,점심식사,"두부양념장구이,만두국,배추김치,삼치무조림,쌀밥,쫄면야채무침,취나물"
10333,20090414,저녁식사,"갈치무조림,깍두기(손칼),다시마채무침,배추겉절이,생선묵조림,쌀밥,육개장"
10334,20090414,점심식사2,"떡갈비간장조림,배추김치,오징어잔파무침,유부된장국,취나물,카레라이스"
10335,20090415,아침식사,"계란찜,누룽지,배추김치,쌀밥,열무된장국,오이양파무침,조기구이,피크닉"
10336,20090415,아침식사2,"딸기잼(1회용),리브샌드&토스트&모닝빵,모듬샐러드,복숭아아이스티,스크램블에그(경양식),야채(치매),크림스프(경양식),토스트&모닝빵"
10337,20090415,점심식사,"김치국,깍두기(손칼),동태무조림,땅콩흑콩조림,부추겉절이,수정과,쌀밥,탕수육"
10338,20090415,저녁식사,"건파래볶음,노란호박전,닭볶음탕,돌나물레몬생채,배추김치,쌀밥,콩가루배추국"
10339,20090415,점심식사2,"당근스프,돈까스,배추김치,스틱단무지무침,쌀밥,야채샐러드"
10340,20090416,아침식사,"무채국,배추김치,브로컬리초회,쌀밥,애느타리볶음,오징어조림,화인쿨,흑임자죽"
10341,20090416,아침식사2,"딸기잼(1회용),모듬샐러드,스크램블에그(경양식),야채(치매),야채토스트,우유,크림스프(경양식),후르츠펀치"
10342,20090416,점심식사,"계란후라이,고등어김치찌개,비빔된장,열무김치비빔밥,요구르트"
10343,20090416,저녁식사,"감자수제비국,동태무조림,멸치아몬드볶음,배추김치,쌀밥,야채고로케,청경채겉절이"
10344,20090416,점심식사2,"단무지,배추김치,쌀밥,야채샐러드,치즈함박스테이크&데미,크림스프(경양식)"
10345,20090417,아침식사,"가자미찜,누룽지,두유,미역국,배추김치,쌀밥,잡채(어묵),치커리무생채"
10346,20090417,아침식사2,"딸기잼(1회용),모듬샐러드,비엔나구이(경앙식),샌드위치&모닝빵,쇠고기스프(경양식),야채(치매),우유,홍초"
10347,20090417,점심식사,"갈치그릴구이,무말랑이무침,배추김치,시금치계란국,쌀밥,오징어순대,콩나물무침,홍초"
10348,20090417,저녁식사,"가지전,계란찜,고등어무조림,배추김치,쌀밥,월동초겉절이,청국장찌개"
10349,20090417,점심식사2,"대추차,더운야채,배추김치,생선까스&타르,쇠고기스프(경양식),양상치샐러드,피클"
10350,20090418,아침식사,"누룽지,도라지부추무침,미역줄기볶음,배추김치,쇠고기브로컬리볶음,쌀밥,어묵무국,화인쿨"
10351,20090418,아침식사2,"딸기잼(1회용),모듬샐러드,아몬드후레이크,야채(치매),옥수수스프(경양식),우유,프렌치토스트&모닝빵"
10352,20090418,점심식사,"단무지.옥파,배추김치,쌀밥(반공기),자장면,짬뽕국,찐만두"
10353,20090418,저녁식사,"깐풍기,꽁치시래기찌개,배추김치,쌀밥,쑥갓양파겉절이,우엉채조림,콩나물국"
10354,20090418,점심식사2,"배추김치,스틱단무지무침,쌀밥,야채샐러드,옥수수스프(경양식),치즈함박스테이크&데미"
10355,20090419,아침식사,"돌나물레몬생채,동그랑땡계란전,배추김치,비빔된장,쌀밥,쭈꾸미볶음,콩죽,피크닉"
10356,20090419,아침식사2,"딸기잼(1회용),모듬샐러드,브로컬리스프,스크램블에그(경양식),야채(치매),우유,토스트&모닝빵,후르츠펀치"
10357,20090419,점심식사,"감자조림,배추김치,쇠고기콩나물국,쌀밥,오징어강된장,이면수/데리야끼소스,참나물무침"
10358,20090419,저녁식사,"계란후라이,고구마야채튀김,과일샐러드,김치볶음밥,깍두기(손칼),유부된장국"
10359,20090419,점심식사2,"단무지,돈까스,배추김치,브로컬리스프,쌀밥,야채샐러드"
10360,20090420,아침식사,"꽁치양념구이,누룽지,무채국,배추김치,섭산적단호박조림,쌀밥,콩나물무침,화인쿨"
10361,20090420,아침식사2,"당근스프,딸기잼(1회용),모듬샐러드,스크램블에그(경양식),여러가지야채3,우유,토스트&모닝빵,후르츠펀치"
10362,20090420,점심식사,"깍두기(손칼),닭볶음탕,메밀묵말이,멸치볶음,쌀밥,오이부추무침,호박나물"
10363,20090420,저녁식사,"단배추된장무침,마늘쫑지무침,배추김치,북어무국,쌀밥,연두부양념장(반모),자반고등어찜2"
10364,20090420,점심식사2,"당근스프(경양식),배추김치,생선까스&타르,쌀밥,야채샐러드,푸실리볶음,피클"
10365,20090421,아침식사,"꽈리고추찜,단호박죽,닭불고기(180),배추김치,쌀밥,오징어무국,치커리무생채,피크닉"
10366,20090421,아침식사2,"딸기잼(1회용),쇠고기스프(경양식),아몬드후레이크,야채(치매),야채샐러드,우유,프렌치토스트&모닝빵"
10367,20090421,점심식사,"깐마늘장아찌,배추김치,쇠고기영양탕,시금치나물,쌀밥,조기구이,해파리냉채"
10368,20090421,저녁식사,"계란말이,동태찌개,배추김치,쇠고기가지볶음,쌀밥,연근조림,월동초겉절이"
10369,20090421,점심식사2,"단무지,돈까스,배추김치,쇠고기스프(경양식),쌀밥,야채샐러드,홍초"
10370,20090422,아침식사,"감자채카레볶음,김가루잔파무침,누룽지,돈육계란장조림,두유,배추김치,쌀밥,콩나물국"
10371,20090422,아침식사2,"딸기잼(1회용),리브샌드&토스트&모닝빵,모듬샐러드,복숭아아이스티,야채(치매),크림스프(경양식),토스트&모닝빵"
10372,20090422,점심식사,"갈치호박조림,꽃게맑은국,도라지생채,미숫가루2,배추김치,부추전,시래기된장지짐,쌀밥"
10373,20090422,저녁식사,"고추지무침,닭개장,배추김치,소세지전,쌀밥,열기찜,참나물무침"
10374,20090422,점심식사2,"배추김치,생강차,쌀밥(반공기),양상치샐러드,오징어볼튀김,유부된장국,피클,해물스파게티"
10375,20090423,아침식사,"누룽지,두부양념장구이,만두국,배추김치,봄나물새콤달콤,삼치무조림,쌀밥,화인쿨"
10376,20090423,아침식사2,"딸기잼(1회용),모듬샐러드,스크램블에그(경양식),야채(치매),옥수수스프(경양식),우유,토스트&모닝빵,후르츠펀치"
10377,20090423,점심식사,"꽁치무조림,배추김치,식혜,쌀밥,오징어잔파무침,잡채(어묵),콩가루배추국,콩나물무침"
10378,20090423,저녁식사,"건새우마늘쫑볶음,돈육장조림,배추김치,북어계란국,쌀밥,참치강된장,풋마늘생채"
10379,20090423,점심식사2,"단무지,배추김치,식혜,쌀밥,야채샐러드,옥수수스프(경양식),치즈함박스테이크&데미"
10380,20090424,아침식사,"갈치그릴구이,근대국,생선묵조림,석박지,쌀밥,참나물겉절이,피크닉,흑임자죽"
10381,20090424,아침식사2,"딸기잼(1회용),모듬샐러드,비엔나구이(경앙식),샌드위치&모닝빵,야채(치매),우유,크림스프(경양식),홍초"
10382,20090424,점심식사,"감자채브로콜리볶음,단호박탕수,동태찜,배추김치,쌀밥,잔파생채,짬뽕국"
10383,20090424,저녁식사,"가자미무조림,건파래볶음,깍두기(손칼),도라지생채,부대찌개,새송이피망볶음,쌀밥"
10384,20090424,점심식사2,"단무지,돈까스,배추김치,쌀밥,야채샐러드,크림스프(경양식)"
10385,20090425,아침식사,"계란찜,누룽지,돈육깻잎볶음,두유,배추김치,쌀밥,알탕,월동초겉절이"
10386,20090425,아침식사2,"딸기잼(1회용),모듬샐러드,아몬드후레이크,야채(치매),야채스프,우유,프렌치토스트&모닝빵"
10387,20090425,점심식사,"고등어무조림,깻잎순볶음,마파두부,배추김치,쇠고기미역국,쌀밥,청경채겉절이"
10388,20090425,저녁식사,"단무지잔파무침,떡샐러드,만두강정,배추김치,유부된장국,탄두리카레라이스"
10389,20090425,점심식사2,"모듬(등심.생선),배추김치,쌀밥,야채스프,양상치샐러드,피클"
10390,20090426,아침식사,"누룽지,동태무조림,배추김치,소세지전,쌀밥,오복채무침,육개장,화인쿨"
10391,20090426,아침식사2,"딸기잼(1회용),모듬샐러드,브로컬리스프,야채(치매),우유,토스트&모닝빵,후르츠펀치"
10392,20090426,점심식사,"가지나물,김치국,돈육야채볶음,메밀면야채무침,상추,풋고추,쌈장,쌀밥,열무김치"
10393,20090426,저녁식사,"감자조림,깻잎양념절임,땅콩흑콩조림,배추김치,쌀밥,어묵쑥갓무국,이면수/데리야끼소스"
10394,20090426,점심식사2,"단무지,배추김치,브로컬리스프,쌀밥,야채샐러드,치킨함박스테이크"
10395,20090427,아침식사,"누룽지,배추김치,쌀밥,애호박볶음,오징어무국,자반고등어찜2,청경채겉절이,화인쿨"
10396,20090427,아침식사2,"딸기잼(1회용),모듬샐러드,여러가지야채3,옥수수스프(경양식),우유,토스트&모닝빵,후르츠펀치"
10397,20090427,점심식사,"갈치무조림,감자채카레볶음,꽈리고추찜,단호박죽,미역국,배추김치,비름초무침,쌀밥"
10398,20090427,저녁식사,"계란찜,꽁치소금구이,배추김치,쌀밥,열무된장국,치커리무생채,해물우동볶음"
10399,20090427,점심식사2,"더운야채,배추김치,생선까스&타르,쌀밥,야채샐러드,옥수수스프(경양식),피클"
10400,20090428,아침식사,"닭죽,두유,배추김치,쌀밥,양미리무조림,월동초겉절이,잡채(어묵),콩나물해장국"
10401,20090428,아침식사2,"딸기잼(1회용),아몬드후레이크,야채(치매),야채샐러드,야채스프,우유,프렌치토스트&모닝빵"
10402,20090428,점심식사,"가자미구이,김치볶음,깍두기(손칼),돌나물레몬생채,쌀밥,온두부&볶음김치,황태계란국"
10403,20090428,저녁식사,"배추겉절이,부추장떡,순대국밥(뼈),쌀밥,오징어잔파무침,풋고추,쌈장"
10404,20090428,점심식사2,"단무지,모듬튀김(만.당.오),배추김치,시금치나물,쌀밥(반공기),쫄면,황태계란국"
10405,20090429,아침식사,"깻잎양념절임,누룽지,배추김치,비빔된장,쇠고기가지볶음,쌀밥,진미잔파무침,화인쿨"
10406,20090429,아침식사2,"딸기잼(1회용),리브샌드&토스트&모닝빵,모듬샐러드,야채(치매),크림스프(경양식),토스트&모닝빵,홍초"
10407,20090429,점심식사,"고등어무조림,깐마늘장아찌,떡볶이,배추김치,부추겉절이,쌀밥,육개장,칡즙"
10408,20090429,저녁식사,"감자간장조림,무채국,배추김치,시래기밥,쑥갓돌나물겉절이,코다리콩나물찜"
10409,20090429,점심식사2,"배추김치,쌀밥,야채샐러드,치즈함박스테이크&데미,크림스프(경양식),피클"
10410,20090430,아침식사,"김치국,깍두기(손칼),두유,쌀밥,어묵맛살조림,이면수무조림,참나물겉절이,흑임자죽"
10411,20090430,아침식사2,"딸기잼(1회용),모듬샐러드,쇠고기스프(경양식),야채(치매),야채토스트,우유,후르츠펀치"
10412,20090430,점심식사,"계란찜,꽁치시래기찌개,무생채(잔파),배추김치,애느타리볶음,콩나물무국,홍초"
10413,20090430,저녁식사,"갈치그릴구이,건새우마늘쫑볶음,두부찌개,배추김치,쌀밥,야채국,월동초겉절이"
10414,20090430,점심식사2,"단무지,돈까스,배추김치,쌀밥,야채샐러드,옥수수스프(경양식),홍초"
10415,20090501,아침식사,"단호박죽,동태찜,미역국,배추김치,산나물무침,애느타리버섯전,피크닉,화인쿨"
10416,20090501,아침식사2,"딸기잼(1회용),모듬샐러드,샌드위치&모닝빵,야채(치매),오렌지쥬스,우유,크림스프(경양식),햄구이(경양식)"
10417,20090501,점심식사,"도라지부추무침,돈육야채볶음,두부구이.양념장,배추김치,식혜,쌀밥,열무된장국,천사채샐러드"
10418,20090501,저녁식사,"닭볶음탕,더덕지무침,배추김치,순두부국,쌀밥,잡채(어묵),파강회"
10419,20090501,점심식사2,"더운야채,배추김치,생선까스&타르,쌀밥,야채샐러드,크림스프(경양식),피클"
10420,20090502,아침식사,"누룽지,반달감자볶음,배추김치,소방어무조림,쌀밥,오이생채,콩가루배추국,화인쿨"
10421,20090502,아침식사2,"딸기잼(1회용),모듬샐러드,스크램블에그(경양식),아몬드후레이크,야채(치매),야채스프,우유,프렌치토스트&모닝빵"
10422,20090502,점심식사,"닭갈비,마늘쫑건새우볶음,무채국,배추김치,쌀밥,잡채(어묵),참나물겉절이"
10423,20090502,저녁식사,"가자미튀김양념,다시마채무침,만두국,멸치볶음,배추김치,숙주삼색나물,쌀밥"
10424,20090502,점심식사2,"돈까스,배추김치,스틱단무지무침,쌀밥,야채샐러드,야채스프"
10425,20090503,아침식사,"갈치무조림,깻잎양념절임,동그랑땡계란전,두유,배추김치,쌀밥,야채죽,탕국"
10426,20090503,아침식사2,"딸기잼(1회용),모듬샐러드,야채(치매),우유,크림스프(경양식),토스트&모닝빵,후르츠펀치"
10427,20090503,점심식사,"깍두기(손칼),꽁치추어탕,배추겉절이,새송이청경채볶음,쌀밥,오징어브로콜리무침"
10428,20090503,저녁식사,"고추지무침,시골식돈육김치찌개,쌀밥,열무김치,조기구이,즉석김구이,콩나물국"
10429,20090503,점심식사2,"단무지,배추김치,쌀밥,야채샐러드,치즈함박스테이크&데미,크림스프(경양식)"
10430,20090504,아침식사,"감자채카레볶음,누룽지,닭갈비,돌나물레몬생채,동태찌개,배추김치,쌀밥,화인쿨"
10431,20090504,아침식사2,"딸기잼(1회용),모듬샐러드,스크램블에그(경양식),여러가지야채3,옥수수스프(경양식),우유,토스트&모닝빵,후르츠펀치"
10432,20090504,점심식사,"도라지잔파무침,멸치아몬드볶음,무채국,배추김치,부추장떡,비빔된장,쇠고기계란장조림,쌀밥"
10433,20090504,저녁식사,"꽁치무조림,배추김치,쌀밥,오복채무침,짬뽕국,호박나물,흰콩곤약조림"
10434,20090504,점심식사2,"배추김치,스틱단무지무침,쌀밥,야채샐러드,옥수수스프(경양식),치즈함박스테이크&데미"
10435,20090505,아침식사,"근대국,두유,배추김치,쇠고기야채볶음,쌀밥,애느타리볶음,야채죽,참나물겉절이"
10436,20090505,아침식사2,"딸기잼(1회용),쇠고기스프(경양식),아몬드후레이크,야채(치매),야채샐러드,우유,프렌치토스트&모닝빵"
10437,20090505,점심식사,"깍두기(손칼),모듬묵무침,부대찌개,산나물무침,쌀밥,오이생채,오징어브로콜리볶음"
10438,20090505,저녁식사,"계란찜,반달감자볶음,배추김치,비름초무침,쇠고기콩나물국,쌀밥,이면수무조림"
10439,20090505,점심식사2,"단무지,돈까스,배추김치,쇠고기스프,쌀밥,야채샐러드,푸실리볶음"
10440,20090506,아침식사,"가지나물,갈치무조림,누룽지,돌나물레몬생채,떡국,배추김치,쌀밥,피크닉"
10441,20090506,아침식사2,"딸기잼(1회용),리브샌드&토스트&모닝빵,모듬샐러드,복숭아아이스티,야채(치매),크림스프(경양식),토스트&모닝빵"
10442,20090506,점심식사,"꽁치소금구이,땅콩흑콩조림,배추김치,북어무국,수정과,시래기된장지짐,쌀밥,청경채겉절이"
10443,20090506,저녁식사,"배추김치,소면사리,쌀밥,야채국,쭈꾸미볶음,콩나물무침,통도라지구이"
10444,20090506,점심식사2,"배추김치,스틱단무지무침,양상치샐러드,오므라이스,오징어볼튀김,유부된장국"
10445,20090507,아침식사,"깻잎양념절임,두부찌개,배추김치,쌀밥,어묵무국,조기구이,화인쿨,흑임자죽"
10446,20090507,아침식사2,"딸기잼(1회용),모듬샐러드,야채(치매),야채스프,야채토스트,우유,후르츠펀치"
10447,20090507,점심식사,"계란후라이,미숫가루2,배추김치,비빔밥(표고),열무된장국,코다리강정"
10448,20090507,저녁식사,"건파래볶음,배추김치,부추겉절이,소방어무조림,쌀밥,오징어강된장,호박새우젓국"
10449,20090507,점심식사2,"단무지,미숫가루2,배추김치,쌀밥,야채샐러드,야채스프,치킨함박스테이크"
10450,20090508,아침식사,"가자미무조림,누룽지,두유,배추김치,소세지전,쇠고기무국,쌀밥,치커리무생채"
10451,20090508,아침식사2,"딸기잼(1회용),모듬샐러드,샌드위치&모닝빵,야채(치매),우유,크림스프(경양식),홍초"
10452,20090508,점심식사,"미트볼케찹조림,배추김치,소면야채무침,쌀밥,오징어두루치기,쥐포볶음,콩가루배추국"
10453,20090508,저녁식사,"계란파국,단무지,배추김치,쌀밥,자장면,콩나물겨자채무침,탕수만두"
10454,20090508,점심식사2,"단무지잔파무침,배추김치,소면야채무침,야채고로케,콩가루배추국,탄두리카레라이스"
10455,20090509,아침식사,"깍두기(손칼),누룽지,부추김무침,쇠고기감자옹심이국,쌀밥,어묵김치찌개,열기찜,화인쿨"
10456,20090509,아침식사2,"딸기잼(1회용),모듬샐러드,아몬드후레이크,야채(치매),우유,크림스프(경양식),프렌치토스트&모닝빵"
10457,20090509,점심식사,"김치국,배추김치,숙주삼색나물,쌀밥,오징어순대,월동초겉절이,이면수무조림"
10458,20090509,저녁식사,"갈치그릴구이,마파두부,미역국,배추김치,쌀밥,연근조림,청경채겉절이"
10459,20090509,점심식사2,"단호박과일샐러드,배추김치,생선까스&타르,쌀밥,양상치샐러드,크림스프(경양식),피클"
10460,20090510,아침식사,"건새우마늘쫑볶음,고등어무조림,두유,물만두국,배추김치,배추나물,쌀밥,콩나물죽"
10461,20090510,아침식사2,"당근스프(경양식),딸기잼(1회용),모듬샐러드,스크램블에그(경양식),야채(치매),우유,토스트&모닝빵,후르츠펀치"
10462,20090510,점심식사,"가자미찜,감자조림,깻잎순볶음,닭개장,무생채(잔파),배추김치,복숭아아이스티,쌀밥"
10463,20090510,저녁식사,"계란후라이,김치볶음밥,깍두기(손칼),떡샐러드,오이부추무침,콩나물국"
10464,20090510,점심식사2,"단무지,당근스프(경양식),돈까스,배추김치,쌀밥,야채샐러드"
10465,20090511,아침식사,"김치국,꽁치시래기찌개,누룽지,두유,부추겉절이,석박지,쌀밥,햄느타리볶음"
10466,20090511,아침식사2,"딸기잼(1회용),모듬샐러드,스크램블에그(경양식),야채스프,여러가지야채3,우유,토스트&모닝빵,후르츠펀치"
10467,20090511,점심식사,"닭단호박조림,돌나물레몬생채,미역된장국,배추김치,수정과,시래기밥,카레떡볶이"
